Team,Season,Player,Player_number,Position,Captain,Born,Birthplace,Age,Height,Weight,Stick,Player_link
SKA St. Petersburg,2009-2010,Ray Giroux,5,D,,1976,"North Bay, ON, CAN",46,185,86,L,https://www.eliteprospects.com/player/12229/ray-giroux
SKA St. Petersburg,2009-2010,Sergei Gusev,2,D,,1975,"Nizhny Tagil, RUS",47,189,98,L,https://www.eliteprospects.com/player/21002/sergei-gusev
SKA St. Petersburg,2009-2010,Darius Kasparaitis,11,D,,1972,"Elektrenai, LTU",50,179,94,L,https://www.eliteprospects.com/player/8685/darius-kasparaitis
SKA St. Petersburg,2009-2010,Joel Kwiatkowski,8,D,,1977,"Saskatoon, SK, CAN",46,184,92,L,https://www.eliteprospects.com/player/9024/joel-kwiatkowski
SKA St. Petersburg,2009-2010,Sergei Peretyagin,38,D,,1984,"Kirovo-Chepetsk, RUS",39,184,96,L,https://www.eliteprospects.com/player/17826/sergei-peretyagin
SKA St. Petersburg,2009-2010,Alexei Petrov,47,D,,1983,"Ukhta, RUS",40,184,97,L,https://www.eliteprospects.com/player/18968/alexei-petrov
SKA St. Petersburg,2009-2010,Kirill Safronov,44,D,,1981,"St. Petersburg, RUS",42,190,100,L,https://www.eliteprospects.com/player/9557/kirill-safronov
SKA St. Petersburg,2009-2010,Sergei Zubov,56,D,,1970,"Moskva, RUS",52,185,91,R,https://www.eliteprospects.com/player/8508/sergei-zubov
SKA St. Petersburg,2009-2010,Andrei Zyuzin,27,D,,1978,"Ufa, RUS",45,185,95,L,https://www.eliteprospects.com/player/8608/andrei-zyuzin
SKA St. Petersburg,2009-2010,Sergei Brylin,48,W/C,,1974,"Moskva, RUS",49,178,86,L,https://www.eliteprospects.com/player/8697/sergei-brylin
SKA St. Petersburg,2009-2010,Anton But,10,LW,,1980,"Kharkov, UKR",42,188,97,R,https://www.eliteprospects.com/player/9599/anton-but
SKA St. Petersburg,2009-2010,Petr Cajanek,16,C,,1975,"Zlin, CZE",47,181,84,L,https://www.eliteprospects.com/player/8609/petr-cajanek
SKA St. Petersburg,2009-2010,Nils Ekman,3,LW,,1976,"Stockholm, SWE",47,183,84,L,https://www.eliteprospects.com/player/75/nils-ekman
SKA St. Petersburg,2009-2010,Magomed Gimbatov,25,RW,,1990,"Gogotl, RUS",32,184,87,L,https://www.eliteprospects.com/player/24790/magomed-gimbatov
SKA St. Petersburg,2009-2010,Konstantin Gorovikov,18,C,,1977,"Novosibirsk, RUS",45,183,80,L,https://www.eliteprospects.com/player/15028/konstantin-gorovikov
SKA St. Petersburg,2009-2010,Gleb Klimenko,83,LW/RW,,1983,"Khabarovsk, RUS",39,174,81,R,https://www.eliteprospects.com/player/19470/gleb-klimenko
SKA St. Petersburg,2009-2010,Anton Korolyov,42,RW,,1988,"Moskva, RUS",35,182,85,L,https://www.eliteprospects.com/player/15175/anton-korolyov
SKA St. Petersburg,2009-2010,Alexander Korolyuk,94,RW/LW,,1976,"Korolyov, RUS",47,175,85,L,https://www.eliteprospects.com/player/10195/alexander-korolyuk
SKA St. Petersburg,2009-2010,Alexander Kucheryavenko,15,C,,1987,"Belgorod, RUS",35,180,84,R,https://www.eliteprospects.com/player/9590/alexander-kucheryavenko
SKA St. Petersburg,2009-2010,Albert Leshchyov,9,C,,1971,"Izhevsk, RUS",51,190,92,L,https://www.eliteprospects.com/player/16746/albert-leshchyov
SKA St. Petersburg,2009-2010,Igor Makarov,71,RW,,1987,"Moskva, RUS",35,186,92,L,https://www.eliteprospects.com/player/9591/igor-makarov
SKA St. Petersburg,2009-2010,Igor Misko,26,F,,1986,"Kolpino, RUS",,184,86,L,https://www.eliteprospects.com/player/21004/igor-misko
SKA St. Petersburg,2009-2010,Maxim Rybin,39,LW,,1981,"Zhukovsky, RUS",41,175,92,R,https://www.eliteprospects.com/player/18843/maxim-rybin
SKA St. Petersburg,2009-2010,Oleg Saprykin,81,LW,,1981,"Moskva, RUS",42,187,94,L,https://www.eliteprospects.com/player/8589/oleg-saprykin
SKA St. Petersburg,2009-2010,Maxim Sushinsky,33,RW,,1974,"St. Petersburg, RUS",48,174,81,L,https://www.eliteprospects.com/player/9179/maxim-sushinsky
SKA St. Petersburg,2009-2010,Yuri Trubachyov,54,C,,1983,"Cherepovets, RUS",40,172,91,L,https://www.eliteprospects.com/player/9563/yuri-trubachyov
SKA St. Petersburg,2009-2010,Alexei Yashin,19,C,,1973,"Yekaterinburg, RUS",49,192,103,R,https://www.eliteprospects.com/player/8695/alexei-yashin
Metallurg Magnitogorsk,2009-2010,Igor Bobkov,1,G,,1991,"Surgut, RUS",32,198,110,L,https://www.eliteprospects.com/player/34768/igor-bobkov
Metallurg Magnitogorsk,2009-2010,Vasili Koshechkin,30,G,,1983,"Togliatti, RUS",40,200,115,L,https://www.eliteprospects.com/player/12247/vasili-koshechkin
Metallurg Magnitogorsk,2009-2010,Alexander Pechursky,20,G,,1990,"Magnitogorsk, RUS",33,184,93,L,https://www.eliteprospects.com/player/11869/alexander-pechursky
Metallurg Magnitogorsk,2009-2010,Ilya Proskuryakov,73,G,,1987,"Surgut, RUS",36,182,81,L,https://www.eliteprospects.com/player/10494/ilya-proskuryakov
Metallurg Magnitogorsk,2009-2010,Dmitri Voloshin,25,G,,1989,"Magnitogorsk, RUS",33,182,83,L,https://www.eliteprospects.com/player/19394/dmitri-voloshin
Metallurg Magnitogorsk,2009-2010,Vitali Atyushov,27,D,“C,1979,"Penza, RUS",43,188,87,L,https://www.eliteprospects.com/player/12453/vitali-atyushov
Metallurg Magnitogorsk,2009-2010,Yevgeni Biryukov,48,D,,1986,"Kasli, RUS",37,186,94,L,https://www.eliteprospects.com/player/19123/yevgeni-biryukov
Metallurg Magnitogorsk,2009-2010,Anton Bukhanko,37,D,,1986,"Transportny, RUS",36,186,98,R,https://www.eliteprospects.com/player/32964/anton-bukhanko
Metallurg Magnitogorsk,2009-2010,Vladislav Bulyin,26,D,,1972,"Penza, RUS",51,183,100,L,https://www.eliteprospects.com/player/19124/vladislav-bulyin
Metallurg Magnitogorsk,2009-2010,Rinat Ibragimov,5,D,,1986,"Ust-Kamenogorsk, KAZ",37,183,93,L,https://www.eliteprospects.com/player/19125/rinat-ibragimov
Metallurg Magnitogorsk,2009-2010,Vladimir Malenkikh,24,D,,1980,"Togliatti, RUS",42,187,93,L,https://www.eliteprospects.com/player/19126/vladimir-malenkikh
Metallurg Magnitogorsk,2009-2010,Alexander Seluyanov,40,D,,1982,"Ufa, RUS",41,188,86,R,https://www.eliteprospects.com/player/19122/alexander-seluyanov
Metallurg Magnitogorsk,2009-2010,Yevgeni Varlamov,36,D,“A,1976,"Staraya Russa, RUS",46,184,95,R,https://www.eliteprospects.com/player/17828/yevgeni-varlamov
Metallurg Magnitogorsk,2009-2010,Stanislav Chistov,23,LW,,1983,"Chelyabinsk, RUS",40,180,96,R,https://www.eliteprospects.com/player/8520/stanislav-chistov
Metallurg Magnitogorsk,2009-2010,Sergei Fedorov,18,C,,1969,"Pskov, RUS",53,185,93,L,https://www.eliteprospects.com/player/8619/sergei-fedorov
Metallurg Magnitogorsk,2009-2010,Fyodor Fyodorov,81,LW/C,,1981,"Apatity, RUS",41,194,114,L,https://www.eliteprospects.com/player/9559/fyodor-fyodorov
Metallurg Magnitogorsk,2009-2010,Yevgeni Gladskikh,83,RW,,1982,"Magnitogorsk, RUS",41,182,90,L,https://www.eliteprospects.com/player/18850/yevgeni-gladskikh
Metallurg Magnitogorsk,2009-2010,Alexei Kaigorodov,55,C,,1983,"Magnitogorsk, RUS",39,182,99,L,https://www.eliteprospects.com/player/9568/alexei-kaigorodov
Metallurg Magnitogorsk,2009-2010,Denis Khlystov,29,W/C,,1979,"Ufa, RUS",43,178,82,L,https://www.eliteprospects.com/player/18502/denis-khlystov
Metallurg Magnitogorsk,2009-2010,Toni Koivisto,22,LW/RW,,1982,"Ylitornio, FIN",40,182,90,L,https://www.eliteprospects.com/player/3182/toni-koivisto
Metallurg Magnitogorsk,2009-2010,Petri Kontiola,47,C,,1984,"Seinäjoki, FIN",38,182,90,R,https://www.eliteprospects.com/player/4281/petri-kontiola
Metallurg Magnitogorsk,2009-2010,Jaroslav Kudrna,21,LW/RW,,1975,"Hradec Kralove, CZE",47,185,90,L,https://www.eliteprospects.com/player/10869/jaroslav-kudrna
Metallurg Magnitogorsk,2009-2010,Jan Marek,15,C,,1979,"Jindrichuv Hradec, CZE",,179,81,R,https://www.eliteprospects.com/player/8736/jan-marek
Metallurg Magnitogorsk,2009-2010,Denis Platonov,39,LW,,1981,"Saratov, RUS",41,192,95,L,https://www.eliteprospects.com/player/19120/denis-platonov
Metallurg Magnitogorsk,2009-2010,Nikolai Pronin,7,RW,,1979,"Moskva, RUS",44,173,89,L,https://www.eliteprospects.com/player/16747/nikolai-pronin
Metallurg Magnitogorsk,2009-2010,Igor Radulov,19,LW,,1982,"Nizhny Tagil, RUS",40,185,88,L,https://www.eliteprospects.com/player/12250/igor-radulov
Metallurg Magnitogorsk,2009-2010,Tomas Rolinek,60,LW,,1980,"Zdar nad Sazavou, CZE",43,177,84,L,https://www.eliteprospects.com/player/10859/tomas-rolinek
HK MVD,2009-2010,Alexander Cherepenin,20,G,,1987,"Yaroslavl, RUS",35,179,82,L,https://www.eliteprospects.com/player/19486/alexander-cherepenin
HK MVD,2009-2010,Michael Garnett,34,G,,1982,"Saskatoon, SK, CAN",40,186,97,L,https://www.eliteprospects.com/player/8559/michael-garnett
HK MVD,2009-2010,Alexei Volkov,30,G,,1980,"Yekaterinburg, RUS",43,191,94,L,https://www.eliteprospects.com/player/11995/alexei-volkov
HK MVD,2009-2010,Alexander V. Boikov,4,D,,1975,"Chelyabinsk, RUS",48,183,94,L,https://www.eliteprospects.com/player/18449/alexander-v.-boikov
HK MVD,2009-2010,Roman Derlyuk,17,D,,1986,"St. Petersburg, RUS",36,191,90,L,https://www.eliteprospects.com/player/18010/roman-derlyuk
HK MVD,2009-2010,Sergei Dorofeyev,70,D,,1986,"Moskva, RUS",36,190,110,R,https://www.eliteprospects.com/player/19485/sergei-dorofeyev
HK MVD,2009-2010,Filip Novak,14,D,,1982,"Ceske Budejovice, CZE",41,182,102,L,https://www.eliteprospects.com/player/8663/filip-novak
HK MVD,2009-2010,Andrei Skopintsev,71,D,,1971,"Elektrostal, RUS",51,182,91,R,https://www.eliteprospects.com/player/18535/andrei-skopintsev
HK MVD,2009-2010,Maxim Solovyov,50,D,,1979,"Moskva, RUS",44,175,89,R,https://www.eliteprospects.com/player/21166/maxim-solovyov
HK MVD,2009-2010,Martin Strbak,77,D,,1975,"Presov, SVK",48,191,96,L,https://www.eliteprospects.com/player/9177/martin-strbak
HK MVD,2009-2010,Alexander Tarasov,57,D,,1990,"Magnitogorsk, RUS",32,184,91,L,https://www.eliteprospects.com/player/50302/alexander-tarasov
HK MVD,2009-2010,Pavel Trakhanov,3,D,,1978,"Moskva, RUS",,180,82,L,https://www.eliteprospects.com/player/21171/pavel-trakhanov
HK MVD,2009-2010,Maxim Velikov,7,D,,1982,"Saratov, RUS",41,177,99,L,https://www.eliteprospects.com/player/21174/maxim-velikov
HK MVD,2009-2010,Denis Abdullin,97,LW,,1985,"Magnitogorsk, RUS",38,184,93,L,https://www.eliteprospects.com/player/19671/denis-abdullin
HK MVD,2009-2010,Yuri Babenko,12,C/RW,,1978,"Penza, RUS",45,184,91,L,https://www.eliteprospects.com/player/19121/yuri-babenko
HK MVD,2009-2010,Ivan Bykov,23,F,,1990,"Moskva, RUS",33,185,80,L,https://www.eliteprospects.com/player/19610/ivan-bykov
HK MVD,2009-2010,Yuri Dobryshkin,27,LW,,1979,"Penza, RUS",43,183,85,R,https://www.eliteprospects.com/player/18506/yuri-dobryshkin
HK MVD,2009-2010,Matt Ellison,83,C/W,,1983,"Duncan, BC, CAN",39,181,94,R,https://www.eliteprospects.com/player/9145/matt-ellison
HK MVD,2009-2010,Yevgeni Fyodorov,96,C,,1980,"Nizhny Tagil, RUS",42,177,89,L,https://www.eliteprospects.com/player/18377/yevgeni-fyodorov
HK MVD,2009-2010,Vladimir Gorbunov,16,C,,1982,"Moskva, RUS",41,185,90,L,https://www.eliteprospects.com/player/18562/vladimir-gorbunov
HK MVD,2009-2010,Denis Kokarev,19,LW/RW,,1985,"Tver, RUS",37,178,79,L,https://www.eliteprospects.com/player/21168/denis-kokarev
HK MVD,2009-2010,Alexei Kudashov,32,C,“C,1971,"Elektrostal, RUS",51,183,86,R,https://www.eliteprospects.com/player/21072/alexei-kudashov
HK MVD,2009-2010,Igor Mirnov,29,RW,,1984,"Chita, RUS",38,183,100,L,https://www.eliteprospects.com/player/11046/igor-mirnov
HK MVD,2009-2010,Denis Mosalyov,54,RW,,1986,"Kartaly, RUS",37,177,81,L,https://www.eliteprospects.com/player/21153/denis-mosalyov
HK MVD,2009-2010,Alexander Shibayev,68,C,,1987,"Moskva, RUS",36,184,80,L,https://www.eliteprospects.com/player/19609/alexander-shibayev
HK MVD,2009-2010,Gennadi Stolyarov,21,LW/C,,1986,"Moskva, RUS",36,193,91,L,https://www.eliteprospects.com/player/13646/gennadi-stolyarov
HK MVD,2009-2010,Alexei Tertyshny,39,RW,,1977,"Chelyabinsk, RUS",46,180,80,L,https://www.eliteprospects.com/player/16736/alexei-tertyshny
HK MVD,2009-2010,Alexei Tsvetkov,9,C,,1981,"Rybinsk, RUS",41,173,86,L,https://www.eliteprospects.com/player/16745/alexei-tsvetkov
HK MVD,2009-2010,Alexei Ugarov,18,LW,,1985,"Nizhnekamsk, RUS",38,174,93,L,https://www.eliteprospects.com/player/18078/alexei-ugarov
HK MVD,2009-2010,Konstantin Volkov,10,C/RW,,1985,"St. Petersburg, RUS",38,179,90,L,https://www.eliteprospects.com/player/12296/konstantin-volkov
HK MVD,2009-2010,Pavel Vorobyov,24,C,,1982,"Karaganda, KAZ",41,183,88,L,https://www.eliteprospects.com/player/9561/pavel-vorobyov
HK MVD,2009-2010,Ruslan Zainullin,25,RW,,1982,"Kazan, RUS",41,189,102,L,https://www.eliteprospects.com/player/9562/ruslan-zainullin
Dynamo Moskva,2009-2010,Mikhail Biryukov,20,G,,1985,"Yaroslavl, RUS",37,183,90,L,https://www.eliteprospects.com/player/14598/mikhail-biryukov
Dynamo Moskva,2009-2010,Vitali Yeremeyev,31,G,,1975,"Ust-Kamenogorsk, KAZ",47,184,92,L,https://www.eliteprospects.com/player/14581/vitali-yeremeyev
Dynamo Moskva,2009-2010,Vadim Zhelobnyuk,35,G,,1989,"Moskva, RUS",34,183,92,L,https://www.eliteprospects.com/player/11874/vadim-zhelobnyuk
Dynamo Moskva,2009-2010,Alexander Budkin,35,D,,1986,"Chelyabinsk, RUS",36,195,96,R,https://www.eliteprospects.com/player/18547/alexander-budkin
Dynamo Moskva,2009-2010,Denis Denisov,6,D,,1981,"Kharkov, UKR",41,183,86,L,https://www.eliteprospects.com/player/9556/denis-denisov
Dynamo Moskva,2009-2010,Igor Golovkov,25,D,,1990,"Moskva, RUS",33,192,95,L,https://www.eliteprospects.com/player/17573/igor-golovkov
Dynamo Moskva,2009-2010,Daniil Markov,55,D,“A,1976,"Moskva, RUS",46,186,87,L,https://www.eliteprospects.com/player/8613/daniil-markov
Dynamo Moskva,2009-2010,Andrei Plekhanov,28,D,,1986,"Nizhnekamsk, RUS",36,189,91,R,https://www.eliteprospects.com/player/12251/andrei-plekhanov
Dynamo Moskva,2009-2010,Karel Rachunek,4,D,“A,1979,"Zlin, CZE",,188,100,R,https://www.eliteprospects.com/player/9629/karel-rachunek
Dynamo Moskva,2009-2010,Alexei Semyonov,52,D,,1981,"Murmansk, RUS",42,198,113,L,https://www.eliteprospects.com/player/8650/alexei-semyonov
Dynamo Moskva,2009-2010,Pavel Valentenko,3,D,,1987,"Nizhnekamsk, RUS",35,188,106,L,https://www.eliteprospects.com/player/10496/pavel-valentenko
Dynamo Moskva,2009-2010,Dmitri Vorobyov,7,D,,1985,"Togliatti, RUS",37,188,108,L,https://www.eliteprospects.com/player/9603/dmitri-vorobyov
Dynamo Moskva,2009-2010,Sergei Vyshedkevich,34,D,,1975,"Dedovsk, RUS",48,183,88,L,https://www.eliteprospects.com/player/18541/sergei-vyshedkevich
Dynamo Moskva,2009-2010,Alexei Zhitnik,77,D,“C,1972,"Kyiv, UKR",50,179,92,L,https://www.eliteprospects.com/player/8696/alexei-zhitnik
Dynamo Moskva,2009-2010,Dmitri Afanasenkov,27,LW,,1980,"Arkhangelsk, RUS",43,188,95,R,https://www.eliteprospects.com/player/8634/dmitri-afanasenkov
Dynamo Moskva,2009-2010,Alexander Avtsin,9,RW,,1991,"Moskva, RUS",32,190,99,R,https://www.eliteprospects.com/player/38656/alexander-avtsin
Dynamo Moskva,2009-2010,Artyom Chubarov,19,C,,1979,"Nizhny Novgorod, RUS",43,186,92,L,https://www.eliteprospects.com/player/9596/artyom-chubarov
Dynamo Moskva,2009-2010,Nikita Dvurechensky,69,RW/LW,,1991,"Lipetsk, RUS",31,186,93,L,https://www.eliteprospects.com/player/34782/nikita-dvurechensky
Dynamo Moskva,2009-2010,Johan Harju,24,LW,,1986,"Övertorneå, SWE",37,190,95,L,https://www.eliteprospects.com/player/2349/johan-harju
Dynamo Moskva,2009-2010,Jiri Hudler,26,LW,,1984,"Olomouc, CZE",39,177,86,L,https://www.eliteprospects.com/player/6665/jiri-hudler
Dynamo Moskva,2009-2010,Alexei Kalyuzhny,71,C,“C,1977,"Minsk, BLR",45,177,85,L,https://www.eliteprospects.com/player/15029/alexei-kalyuzhny
Dynamo Moskva,2009-2010,Vitali Karamnov,68,C/RW,,1989,"Moskva, RUS",33,185,100,R,https://www.eliteprospects.com/player/11863/vitali-karamnov
Dynamo Moskva,2009-2010,Leo Komarov,87,W/C,,1987,"Narva, EST",36,180,95,L,https://www.eliteprospects.com/player/7617/leo-komarov
Dynamo Moskva,2009-2010,Anton Krysanov,21,C,,1987,"Togliatti, RUS",36,190,92,L,https://www.eliteprospects.com/player/10490/anton-krysanov
Dynamo Moskva,2009-2010,Igor Makarov,10,RW,,1987,"Moskva, RUS",35,186,92,L,https://www.eliteprospects.com/player/9591/igor-makarov
Dynamo Moskva,2009-2010,Ivan Nepryayev,13,C,,1982,"Yaroslavl, RUS",41,187,85,L,https://www.eliteprospects.com/player/12249/ivan-nepryayev
Dynamo Moskva,2009-2010,Linus Omark,63,LW,,1987,"Övertorneå, SWE",36,179,82,L,https://www.eliteprospects.com/player/4008/linus-omark
Dynamo Moskva,2009-2010,Konstantin Panov,62,RW,,1980,"Chelyabinsk, RUS",42,184,111,L,https://www.eliteprospects.com/player/15027/konstantin-panov
Dynamo Moskva,2009-2010,Maxim Pestushko,33,RW,,1985,"Naberezhnye Chelny, RUS",38,184,87,L,https://www.eliteprospects.com/player/18925/maxim-pestushko
Dynamo Moskva,2009-2010,Oleg Saprykin,91,LW,,1981,"Moskva, RUS",42,187,94,L,https://www.eliteprospects.com/player/8589/oleg-saprykin
Dynamo Moskva,2009-2010,Dmitri Shitikov,23,RW,,1986,"Tyumen, RUS",37,175,85,L,https://www.eliteprospects.com/player/9583/dmitri-shitikov
Dynamo Moskva,2009-2010,Denis Tolpeko,53,LW/RW,,1985,"Moskva, RUS",38,183,90,L,https://www.eliteprospects.com/player/11407/denis-tolpeko
Dynamo Moskva,2009-2010,Mattias Weinhandl,80,RW,,1980,"Ljungby, SWE",43,182,88,R,https://www.eliteprospects.com/player/236/mattias-weinhandl
Dynamo Moskva,2009-2010,Vitali Yachmenyov,43,RW,“A,1975,"Chelyabinsk, RUS",48,177,88,L,https://www.eliteprospects.com/player/16742/vitali-yachmenyov
Dynamo Moskva,2009-2010,Vadim Yepanchintsev,8,C,“A,1976,"Orsk, RUS",47,180,92,L,https://www.eliteprospects.com/player/16739/vadim-yepanchintsev
Atlant Mytishchi,2009-2010,Ilya Andryukhov,97,G,,1990,"Barnaul, RUS",33,187,92,L,https://www.eliteprospects.com/player/77179/ilya-andryukhov
Atlant Mytishchi,2009-2010,Andrei Gavrilov,50,G,,1987,"St. Petersburg, RUS",35,188,94,L,https://www.eliteprospects.com/player/19620/andrei-gavrilov
Atlant Mytishchi,2009-2010,Martin Gerber,26,G,,1974,"Burgdorf, SUI",48,181,94,L,https://www.eliteprospects.com/player/92/martin-gerber
Atlant Mytishchi,2009-2010,Jan Lasak,1,G,,1979,"Zvolen, SVK",44,183,93,L,https://www.eliteprospects.com/player/9178/jan-lasak
Atlant Mytishchi,2009-2010,Alexei Yegorov,35,G,,1976,"Saratov, RUS",46,180,85,L,https://www.eliteprospects.com/player/14593/alexei-yegorov
Atlant Mytishchi,2009-2010,Mikhail Balandin,39,D,,1980,"Lipetsk, RUS",,189,98,L,https://www.eliteprospects.com/player/19388/mikhail-balandin
Atlant Mytishchi,2009-2010,Denis Bodrov,49,D,,1986,"Moskva, RUS",36,186,94,L,https://www.eliteprospects.com/player/9262/denis-bodrov
Atlant Mytishchi,2009-2010,Dmitri Bykov,55,D,“A,1977,"Izhevsk, RUS",46,185,94,L,https://www.eliteprospects.com/player/17971/dmitri-bykov
Atlant Mytishchi,2009-2010,Andrei Grenkov,31,D,,1990,"Togliatti, RUS",33,188,100,R,https://www.eliteprospects.com/player/42058/andrei-grenkov
Atlant Mytishchi,2009-2010,Leonid Kanareykin,2,D,,1976,"Moskva, RUS",46,175,86,L,https://www.eliteprospects.com/player/19460/leonid-kanareykin
Atlant Mytishchi,2009-2010,Vadim Khomitsky,11,D,,1982,"Voskresensk, RUS",40,186,90,L,https://www.eliteprospects.com/player/11517/vadim-khomitsky
Atlant Mytishchi,2009-2010,Mikko Luoma,5,D,,1976,"Jyväskylä, FIN",46,193,94,L,https://www.eliteprospects.com/player/2702/mikko-luoma
Atlant Mytishchi,2009-2010,Maxim Semyonov,7,D,,1984,"Ust-Kamenogorsk, KAZ",39,183,83,L,https://www.eliteprospects.com/player/18024/maxim-semyonov
Atlant Mytishchi,2009-2010,Andrei Zubarev,3,D,,1987,"Ufa, RUS",36,185,100,L,https://www.eliteprospects.com/player/9257/andrei-zubarev
Atlant Mytishchi,2009-2010,Vadim Berdnikov,18,C,,1987,"Chelyabinsk, RUS",35,175,83,L,https://www.eliteprospects.com/player/19588/vadim-berdnikov
Atlant Mytishchi,2009-2010,Jan Bulis,38,C/LW,,1978,"Pardubice, CZE",45,183,95,L,https://www.eliteprospects.com/player/8368/jan-bulis
Atlant Mytishchi,2009-2010,Pavel Chernov,53,C,,1990,"Novopolotsk, BLR",33,180,85,R,https://www.eliteprospects.com/player/16748/pavel-chernov
Atlant Mytishchi,2009-2010,Vasili Chistokletov,23,C,,1976,"Rybinsk, RUS",46,187,85,L,https://www.eliteprospects.com/player/18724/vasili-chistokletov
Atlant Mytishchi,2009-2010,Alexei Glukhov,57,C/LW,,1984,"Voskresensk, RUS",39,193,102,L,https://www.eliteprospects.com/player/15030/alexei-glukhov
Atlant Mytishchi,2009-2010,Dmitri Kagarlitsky,89,LW,,1989,"Cherepovets, RUS",33,177,74,R,https://www.eliteprospects.com/player/11862/dmitri-kagarlitsky
Atlant Mytishchi,2009-2010,Oleg Kvasha,78,LW,,1978,"Moskva, RUS",44,195,109,R,https://www.eliteprospects.com/player/8587/oleg-kvasha
Atlant Mytishchi,2009-2010,Éric Landry,9,C,,1975,"Gatineau, QC, CAN",48,178,83,L,https://www.eliteprospects.com/player/10821/eric-landry
Atlant Mytishchi,2009-2010,Anton Lazarev,90,RW/LW,,1990,"Chelyabinsk, RUS",33,176,81,L,https://www.eliteprospects.com/player/15179/anton-lazarev
Atlant Mytishchi,2009-2010,Igor Mirnov,37,RW,,1984,"Chita, RUS",38,183,100,L,https://www.eliteprospects.com/player/11046/igor-mirnov
Atlant Mytishchi,2009-2010,Sergei Mozyakin,10,LW,“C,1981,"Yaroslavl, RUS",42,180,86,R,https://www.eliteprospects.com/player/14828/sergei-mozyakin
Atlant Mytishchi,2009-2010,Alexander Nesterov,16,LW/RW,,1985,"Moskva, RUS",37,180,88,L,https://www.eliteprospects.com/player/19390/alexander-nesterov
Atlant Mytishchi,2009-2010,Jiri Novotny,12,C,,1983,"Pelhrimov, CZE",39,188,92,R,https://www.eliteprospects.com/player/8675/jiri-novotny
Atlant Mytishchi,2009-2010,Oleg Petrov,14,LW,“A,1971,"Moskva, RUS",52,178,81,L,https://www.eliteprospects.com/player/10844/oleg-petrov
Atlant Mytishchi,2009-2010,Andrei Posnov,81,LW,,1981,"Vorkuta, RUS",41,183,87,R,https://www.eliteprospects.com/player/18987/andrei-posnov
